county,county_population,partiallycovered,ratepartiallycovered,fullycovered,ratefullycovered,TOT_POP,TOT_BAC,TOT_IAC,TOT_H,TOT_NHWA,TOT_NHAAC,TOT_NHNAC,TOT_O65,TOT_U65,U65Partial,O65Partial,U65Full,O65Full,Rate.O65Partial.Per.100K,Rate.O65Full.Per.100K,Rate.U65Partial.Per.100K,Rate.U65Full.Per.100K,partially_covered_hispanic,fully_covered_hispanic,Rate.HispanicPartial.Per.100K,Rate.HispanicFull.Per.100K,partially_covered_african_american,partially_covered_native_american,partially_covered_asian,partially_covered_pacific_islander,partially_covered_white,fully_covered_african_american,fully_covered_native_american,fully_covered_asian,fully_covered_pacific_islander,fully_covered_white,Rate.BlackPartial.Per.100K,Rate.BlackFull.Per.100K,Rate.NAPartial.Per.100K,Rate.NAFull.Per.100K,Rate.AsianPartial.Per.100K,Rate.AsianFull.Per.100K,Rate.PIPartial.Per.100K,Rate.PIFull.Per.100K,Rate.WhitePartial.Per.100K,Rate.WhiteFull.Per.100K,Compare.Partial.O65,Compare.Full.O65,Compare.Partial.U65,Compare.Full.U65,Compare.Partial.Hispanic,Compare.Full.Hispanic,Compare.Partial.Black,Compare.Full.Black,Compare.Partial.NA,Compare.Full.NA,Compare.Partial.PA,Compare.Full.PA,Compare.Partial.Asian,Compare.Full.Asian,Compare.Partial.White,Compare.Full.White
INDIANA,84073,7522,8947,18488,21990.4,84441,2633,356,1094,79263,1128,49,16389,55564,6022,2452,7799,9271,14961.254499969493,56568.430044542074,10837.952631200058,14036.066517889281,173,75,15813.528336380255,6855.575868372943,97,0,18,46,6825,115,5,15,10,13453,3684.010634257501,4367.641473604253,0,1404.4943820224719,1595.7446808510638,1329.787234042553,93877.55102040817,20408.163265306124,8610.574921463987,16972.610171202203,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
JEFFERSON,43425,3374,7769.7,12563,28930.3,43614,380,266,423,42364,193,22,9131,26840,2108,1055,6018,6368,11554.046654254736,69740.44463914138,7853.949329359165,22421.758569299553,44,37,10401.891252955082,8747.044917257683,5,0,0,0,2514,6,0,9,0,10070,1315.7894736842104,1578.9473684210527,0,0,0,4663.21243523316,0,0,5934.283825889906,23770.18223019545,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
JUNIATA,24763,1952,7882.7,5098,20587.2,24718,236,106,1013,23229,140,9,4971,15235,1217,566,2034,2911,11386.039026352846,58559.64594648963,7988.185100098458,13350.836888743026,56,41,5528.134254689043,4047.3840078973344,22,0,0,0,1544,10,0,0,0,4420,9322.033898305084,4237.28813559322,0,0,0,0,0,0,6646.863834000604,19027.93921391364,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LACKAWANNA,209674,27684,13203.4,75320,35922.4,210269,8040,805,16972,177479,7063,159,42015,132680,21514,7412,42446,28881,17641.3185766988,68739.73580863977,16214.953271028038,31991.257160084413,1233,1153,7264.906905491397,6793.542304972897,500,82,265,152,21421,630,78,142,101,57572,6218.905472636816,7835.820895522388,10186.335403726709,9689.44099378882,3751.946764830808,2010.477134362169,95597.48427672956,63522.01257861635,12069.59696640166,32438.76740346745,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
LANCASTER,545724,74120,13582,143122,26226.1,543969,24894,2248,58698,443899,14775,377,97562,339591,59965,17661,67926,63730,18102.334925483283,65322.564113076805,17658.00624869328,20002.29688065938,7028,5892,11973.150703601486,10037.820709393847,2702,0,129,127,61529,3140,16,400,172,106972,10854.021049248815,12613.481160118903,0,711.7437722419928,873.0964467005076,2707.275803722504,33687.00265251989,45623.34217506631,13861.035956377465,24098.274607512067,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
LAWRENCE,85512,7890,9226.8,21347,24963.7,86128,4740,377,1321,79127,590,73,18883,53221,4790,2224,10479,10015,11777.789546152624,53037.12333845258,9000.206685330979,19689.59621202157,138,84,10446.631339894018,6358.81907645723,153,0,0,0,5007,290,0,9,10,14797,3227.8481012658226,6118.143459915612,0,0,0,1525.4237288135594,0,13698.630136986301,6327.802140862159,18700.31721157127,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LEBANON,141793,16339,11523.1,31408,22150.6,141339,3865,504,19426,115202,2344,126,27405,87213,11829,4894,14488,14884,17858.055099434412,54311.25706987776,13563.344914175641,16612.202309288754,1627,1253,8375.3732111603,6450.118398023267,242,0,17,33,12916,287,0,91,29,24126,6261.319534282018,7425.614489003881,0,0,725.2559726962457,3882.2525597269628,26190.47619047619,23015.873015873014,11211.610909532821,20942.344750959186,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
LEHIGH,369318,70671,19135.5,107081,28994.3,368359,25171,1657,93919,233518,14678,324,61617,238248,54956,18112,56213,43298,29394.485288150994,70269.56846324878,23066.720392196366,23594.321883079818,10504,7070,11184.105452570831,7527.763285384215,2965,16,128,202,52354,2488,10,125,154,78442,11779.428707639745,9884.390767152676,965.6004828002414,603.5003017501508,872.0534132715628,851.6146613980106,62345.67901234568,47530.864197530864,22419.684992163344,33591.414794576864,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
LUZERNE,317417,36524,11506.6,93194,29360.1,317859,15600,1169,40805,255525,5007,208,63167,203291,27062,9275,50822,38833,14683.299824275333,61476.72043946998,13311.951832594654,24999.631070731117,2950,2062,7229.506187967161,5053.3022913858595,845,8,76,100,29055,1236,18,51,129,77569,5416.666666666667,7923.076923076923,684.3455945252352,1539.7775876817793,1517.874975034951,1018.573996405033,48076.92307692308,62019.23076923077,11370.707367185207,30356.716563936992,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
LYCOMING,113299,10948,9662.9,30304,26746.9,113866,6753,652,2326,103155,1037,112,21996,72522,6064,3247,14268,14142,14761.774868157849,64293.50791052919,8361.600617743581,19674.029949532556,87,153,3740.3267411865863,6577.8159931212385,222,0,11,7,7038,637,0,9,20,20537,3287.427809862283,9432.844661631867,0,0,1060.7521697203472,867.8881388621022,6250,17857.14285714286,6822.742474916387,19908.874993941157,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MCKEAN,40625,6891,16962.5,7090,17452.3,40950,1167,277,873,38290,362,22,7987,26307,3788,1860,3626,3344,23287.842744459747,41868.0355577814,14399.209335918198,13783.403656821378,77,42,8820.16036655212,4810.996563573884,15,0,0,8,4954,10,0,6,0,5381,1285.3470437017995,856.898029134533,0,0,0,1657.4585635359115,36363.63636363637,0,12938.103943588405,14053.277618177071,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MERCER,109424,7528,6879.7,31609,28886.7,110471,7593,578,1722,99538,1112,90,23948,69335,5190,1885,15491,15621,7871.220978787373,65228.829129781196,7485.396985649384,22342.251388187782,173,120,10046.457607433216,6968.641114982578,223,0,0,6,5369,1014,0,7,15,22527,2936.9155801396023,13354.40537337021,0,0,0,629.4964028776978,6666.666666666667,16666.666666666664,5393.919909984127,22631.55779702224,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MIFFLIN,46138,3291,7132.9,11568,25072.6,46211,622,183,759,44255,405,21,9997,27670,2160,1138,4881,6295,11383.415024507352,62968.89066720016,7806.288398988073,17640.043368268885,48,56,6324.110671936758,7378.129117259552,18,0,0,0,2872,42,0,0,6,10003,2893.8906752411576,6752.411575562702,0,0,0,0,0,28571.42857142857,6489.662185063834,22603.095695401647,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
MONROE,170271,21931,12880.1,35402,20791.6,169294,24994,1425,28023,110264,5104,244,29264,113687,16677,5409,17415,15327,18483.46090759978,52374.93165664298,14669.223394055609,15318.374132486564,2549,2271,9096.099632444777,8104.057381436677,2346,0,14,41,15326,2162,0,10,27,26045,9386.252700648156,8650.07601824438,0,0,274.294670846395,195.92476489028212,16803.278688524588,11065.573770491803,13899.368787636946,23620.583327287237,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
MONTGOMERY,830915,225001,27078.7,177895,21409.5,826924,85952,3720,43865,624092,71200,766,146812,533560,142114,75060,99209,65528,51126.610903740846,44633.953627768846,26635.055101581827,18593.78514131494,5585,2789,12732.24666590676,6358.14430639462,11450,74,1327,490,165154,7978,102,1638,360,113358,13321.3886820551,9281.92479523455,1989.247311827957,2741.935483870968,1863.7640449438202,2300.561797752809,63968.6684073107,46997.38903394256,26463.085570717136,18163.668177127733,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
MONTOUR,18230,1640,8996.2,8180,44871.1,18240,418,78,532,16581,639,11,3865,11297,1344,347,4808,3198,8978.007761966366,82742.5614489004,11896.963795697973,42559.97167389572,54,111,10150.375939849624,20864.66165413534,22,0,0,14,1447,96,0,13,41,7011,5263.157894736842,22966.507177033494,0,0,0,2034.4287949921752,127272.72727272726,372727.2727272727,8726.856040045835,42283.336348833,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NORTHAMPTON,305285,66593,21813.4,86688,28395.8,304564,19807,1405,42131,231328,10299,266,57861,197418,48596,19030,43612,37369,32889.16541366378,64584.08945576468,24615.789846923784,22091.197357890367,6219,3863,14761.102276233654,9169.020436258337,2291,0,47,107,53338,2008,0,44,73,67235,11566.61786237189,10137.83006007977,0,0,456.35498592096326,427.2259442664336,40225.563909774435,27443.609022556393,23057.303914787663,29064.79111910361,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
NORTHUMBERLAND,90843,7462,8214.2,26542,29217.4,91080,2797,413,3363,83998,551,51,19452,57017,5040,2661,13472,12089,13679.827267119063,62147.85112070739,8839.468930319028,23628.0407597734,221,304,6571.5135295866785,9039.54802259887,57,0,0,8,6294,431,0,6,12,21511,2037.8977475867002,15409.367179120487,0,0,0,1088.929219600726,15686.274509803921,23529.41176470588,7493.035548465439,25608.9430700731,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
PERRY,46272,8023,17338.8,8622,18633.3,46154,672,271,1017,43894,319,38,8541,29478,3700,3687,3954,4230,43168.24727783632,49525.81664910432,12551.733496166633,13413.393038876451,69,32,6784.6607669616515,3146.5093411996068,19,0,0,0,4208,19,0,0,0,6922,2827.3809523809523,2827.3809523809523,0,0,0,0,0,0,9586.731671754682,15769.809085524217,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PHILADELPHIA,1584064,33866,2137.9,59672,3767,1583592,667988,12569,238513,544676,128769,2062,216840,1073972,25640,7012,41935,15040,3233.720715735104,6935.98966980262,2387.399299050627,3904.6641811890813,2057,2666,862.4267859613523,1117.7587804438333,8152,10,270,117,15018,13265,7,357,172,25791,1220.3812044527747,1985.8141164212532,79.56082425013923,55.69257697509747,209.67779512149664,277.2406402162011,5674.102812803104,8341.416100872939,2757.2354941286194,4735.108578310776,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
PIKE,55809,7585,13591,10704,19179.7,55780,3510,466,6324,44590,973,72,12694,35341,4476,2930,5264,5013,23081.7709153931,39491.09815660942,12665.176423983476,14894.88129934071,389,345,6151.170145477546,5455.407969639469,248,0,0,10,4518,260,0,5,9,6906,7065.527065527065,7407.407407407407,0,0,0,513.874614594039,13888.888888888889,12500,10132.316662928908,15487.777528593855,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
POTTER,16526,1444,8737.7,2428,14692,16623,148,120,228,16045,91,9,3993,9860,391,287,958,1389,7187.578261958427,34785.87528174305,3965.5172413793107,9716.024340770791,56,14,24561.403508771928,6140.350877192982,0,0,0,0,560,0,0,0,0,1902,0,0,0,0,0,0,0,0,3490.183857899657,11854.160174509192,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SCHUYLKILL,141359,20630,14594,37908,26816.8,141815,4910,588,6762,128517,1098,91,28871,89986,12692,7789,19334,17246,26978.629074157456,59734.68186069067,14104.416242526615,21485.564421132174,536,480,7926.64892043774,7098.4915705412595,125,0,0,7,16635,942,0,8,17,31105,2545.8248472505093,19185.336048879835,0,0,0,728.5974499089253,7692.307692307692,18681.31868131868,12943.812880786198,24203.02372448781,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SNYDER,40372,3746,9278.7,8791,21775,40518,625,171,875,38492,357,35,7665,25918,2437,1420,4149,4176,18525.76647097195,54481.40900195695,9402.731692260206,16008.17964349101,55,90,6285.714285714286,10285.714285714286,31,0,0,0,3052,36,0,0,0,6915,4960,5760,0,0,0,0,0,0,7928.92029512626,17964.77190065468,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SOMERSET,73447,6218,8466,18612,25340.7,73872,2377,290,1131,69573,514,43,16487,46626,3348,2171,8975,8965,13167.950506459636,54376.17516831443,7180.543044653198,19248.91691331017,47,150,4155.614500442087,13262.599469496023,18,0,0,7,4732,523,0,6,15,14344,757.2570466975179,22002.52419015566,0,0,0,1167.3151750972763,16279.069767441862,34883.72093023256,6801.489083408793,20617.193451482617,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
SULLIVAN,6066,1471,24249.9,1539,25370.9,6076,237,61,121,5630,33,1,1726,3836,616,825,619,845,47798.37775202781,48957.12630359212,16058.39416058394,16136.60062565172,19,5,15702.479338842975,4132.231404958678,0,0,0,0,1353,0,0,0,0,1193,0,0,0,0,0,0,0,0,24031.97158081705,21190.053285968028,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SUSQUEHANNA,40328,3472,8609.4,8134,20169.6,40560,369,232,699,39036,238,38,9548,24862,2399,1160,3574,4158,12149.141181399247,43548.3870967742,9649.263936931864,14375.351942723835,97,63,13876.967095851218,9012.875536480688,16,0,0,0,3094,16,0,5,0,6622,4336.043360433604,4336.043360433604,0,0,0,2100.840336134454,0,0,7926.017009939543,16963.828261092327,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TIOGA,40591,3276,8070.8,8695,21421,40690,509,256,536,39112,296,26,8987,25044,1244,810,3434,4917,9013.01880494047,54712.36230110159,4967.257626577224,13711.867113879573,54,33,10074.626865671642,6156.7164179104475,7,0,0,0,1260,14,0,0,5,5759,1375.24557956778,2750.49115913556,0,0,0,0,0,19230.76923076923,3221.5176927797093,14724.38126406218,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
UNION,44923,4354,9692.1,10859,24172.5,45017,3141,284,2706,37974,953,87,8123,30391,3027,1766,5603,4494,21740.736181213837,55324.38754154869,9960.185581257609,18436.379191207925,114,145,4212.860310421286,5358.462675535846,64,0,0,5,3410,93,0,0,17,7622,2037.567653613499,2960.8404966571156,0,0,0,0,5747.126436781609,19540.229885057473,8979.828303576132,20071.627955969874,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
VENANGO,50668,3871,7639.9,12293,24261.9,51201,918,288,559,49141,310,36,11501,31648,2229,843,5651,5826,7329.797408920963,50656.46465524737,7043.099089989889,17855.788675429725,107,46,19141.323792486583,8228.980322003577,27,0,0,0,2585,49,0,5,16,8462,2941.176470588235,5337.690631808279,0,0,0,1612.9032258064515,0,44444.444444444445,5260.373211778352,17219.836796157993,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
WARREN,39191,5704,14554.4,7494,19121.7,39551,325,223,459,38270,271,30,9039,24238,3039,2516,3586,3415,27834.93749308552,37780.72795663237,12538.163214786699,14794.950078389307,61,43,13289.760348583879,9368.191721132896,9,0,0,0,5065,15,0,7,0,5925,2769.2307692307695,4615.384615384615,0,0,0,2583.0258302583024,0,0,13234.909851058272,15482.100862294226,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
WASHINGTON,206865,37455,18106,60612,29300.3,207018,8999,1017,3649,190532,2944,174,42598,131295,23516,13196,32032,25795,30977.980186863235,60554.48612610921,17910.81153128451,24396.968658364753,618,636,16936.146889558786,17429.432721293506,806,0,34,67,28804,947,0,76,42,45644,8956.55072785865,10523.391487943105,0,0,1154.891304347826,2581.521739130435,38505.74712643678,24137.93103448276,15117.670522536897,23956.080868305588,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
WAYNE,51361,6294,12254.4,14151,27552,51395,1886,287,2410,46353,479,39,12399,32200,3915,2250,7557,6184,18146.624727800627,49874.98991854182,12158.385093167703,23468.94409937888,145,210,6016.5975103734445,8713.69294605809,57,0,0,0,4878,266,0,7,0,11265,3022.269353128314,14103.923647932132,0,0,0,1461.3778705636742,0,0,10523.590706103165,24302.63413371303,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
WESTMORELAND,348899,49651,14230.8,99014,28379,350459,12064,1351,4338,328701,4256,227,79627,218593,30351,18368,50123,44442,23067.55246336042,55812.72683888631,13884.708110506741,22929.828494050587,748,1155,17242.969110189028,26625.172890733058,743,5,19,68,37625,1068,0,31,55,67458,6158.819628647215,8852.785145888594,370.0962250185048,0,446.4285714285714,728.3834586466165,29955.947136563875,24229.07488986784,11446.573025333053,20522.602608449626,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
WYOMING,26794,3264,12181.8,7167,26748.5,27087,364,157,519,25871,183,20,5735,17050,2220,1054,3510,3234,18378.37837837838,56390.584132519616,13020.527859237538,20586.51026392962,85,57,16377.649325626204,10982.658959537572,19,0,0,0,2899,20,0,5,0,5942,5219.78021978022,5494.505494505494,0,0,0,2732.24043715847,0,0,11205.597000502494,22967.80178578331,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
YORK,449058,55823,12431.1,108887,24247.9,447847,31160,2410,35039,371487,8311,404,78162,288153,38572,14225,53672,49368,18199.38077326578,63161.12689030475,13385.944272660705,18626.21593389623,2970,2592,8476.269299922944,7397.471389023659,2293,5,50,54,41348,3121,9,95,95,88923,7358.7933247753535,10016.04621309371,207.4688796680498,373.44398340248966,601.6123210203345,1143.0634099386355,13366.336633663366,23514.851485148512,11130.402948151617,23937.04221143674,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
