county,total,PCT_WHITE,PCT_BLACK,PCT_ASIAN,PCT_NA,PCT_PI,PCT_HISP,PCT_NHISP,BAC_TOTAL,WA_TOTAL,IAC_TOTAL,AAC_TOTAL,NAC_TOTAL,H_TOTAL,NH_TOTAL,EXP_WHITE,EXP_BLACK,EXP_NA,EXP_ASIAN,EXP_PI,EXP_HISP,EXP_NHISP,adm_hisp,adm_nhisp,adm_unk_eth,total_adm,adm_white,adm_black,adm_na,adm_asian,adm_pi,rate_white,rate_black,rate_na,rate_asian,rate_pi,rate_hisp,rate_nhisp,pct_adm,adj_exp_white,adj_exp_black,adj_exp_na,adj_exp_asian,adj_exp_pi,adj_exp_hisp,adj_exp_nhisp,pae_white,pae_black,pae_na,pae_asian,pae_pi,pae_hisp,pae_nhisp,diff_ae_white,diff_ae_black,diff_ae_na,diff_ae_asian,diff_ae_pi,diff_ae_hisp,diff_ae_nhisp,pd_ae_white,pd_ae_black,pd_ae_na,pd_ae_asian,pd_ae_pi,pd_ae_hisp,pd_ae_nhisp,arcgis_county
MIFFLIN,8950,0.9711540542295125,0.01555906602324122,0.009110384973274762,0.0044578130748090285,6.059163402653048e-4,0.0164246607950488,0.9835753392049512,719,44878,206,421,28,759,45452,8691.828785354137,139.25364090800892,39.89742701954081,81.53794551080912,5.422951245374478,147.00071411568675,8802.999285884312,117,13835,1308,15530,13582,66,0,0,6,30264.272026382638,9179.41585535466,0,0,21428.571428571428,15415.01976284585,30438.704567455778,1.735195530726257,15082.02246218433,241.63229534093614,69.22983705178422,141.48427863495706,9.409880764320183,255.07498214710785,15274.925017852891,1.562617066604657,0.47395529172267503,0,0,1.106408619313647,0.7959145008501336,1.5716234377281553,4890.171214645863,-73.25364090800892,-39.89742701954081,-81.53794551080912,0.5770487546255216,-30.000714115686748,5032.0007141156875,56.261706660465705,-52.6044708277325,-100,-100,10.640861931364709,-20.40854991498664,57.162343772815525,"Mifflin County, Pennsylvania"
MONROE,63920,0.7770151334365069,0.17933299467199074,0.03300176025139698,0.014790837241721502,0.002610842676054674,0.16552860703864283,0.8344713929613572,30360,131544,2504,5587,442,28023,141271,49666.807329261515,11462.965019433648,945.4303164908384,2109.472515269295,166.88506385341475,10580.58856191005,53339.411438089955,5528,45832,8437,61730,44617,5157,0,24,80,33917.92860183665,16986.166007905136,0,429.5686414891713,18099.547511312216,19726.653106376903,32442.61030218516,0.965738423028786,47965.14418703556,11070.225761101989,913.0383829314684,2037.1986603187356,161.167318392855,10218.080912495423,51511.91908750458,0.8983263148809972,0.4498836026505464,0,0.011377251813558786,0.47937183923343096,0.5224662094791883,0.8592520757975805,-5049.807329261515,-6305.965019433648,-945.4303164908384,-2085.472515269295,-86.88506385341475,-5052.58856191005,-7507.4114380899555,-10.167368511900277,-55.01163973494536,-100,-98.86227481864412,-52.0628160766569,-47.75337905208117,-14.074792420241955,"Monroe County, Pennsylvania"
MONTGOMERY,376403,0.7971421799343108,0.11140806168402417,0.08750380929807335,0.006682597191519414,0.001293952043960509,0.05304598729750255,0.9469540127024975,92126,659176,5526,72359,1070,43865,783059,300046.7079538144,41934.328642051754,2515.3496306794823,32936.6963312227,487.0474312028675,19966.668756741852,356436.33124325814,10532,312133,95728,429472,303234,22204,188,3437,1003,46001.97822736265,24101.77365781647,3402.0991675714804,4749.927445100126,93738.31775700935,24010.030776245298,39860.725692444634,1.140989843332811,342350.2463007484,47846.643067561236,2869.988381036226,37580.43598686216,555.7161722238078,22781.76625663302,406690.233743367,1.010622652946008,0.5294945863932068,0.0747411006831741,0.10435169227163375,2.0593476851379293,0.5274790766709051,0.8757047827062772,3187.292046185583,-19730.328642051754,-2327.3496306794823,-29499.6963312227,515.9525687971325,-9434.668756741852,-44303.331243258144,1.062265294600806,-47.05054136067932,-92.5258899316826,-89.56483077283663,105.93476851379293,-47.25209233290949,-12.429521729372283,"Montgomery County, Pennsylvania"
MONTOUR,10390,0.9335526315789474,0.02598684210526316,0.03574561403508772,0.005537280701754386,6.030701754385965e-4,0.029166666666666667,0.9708333333333333,474,17028,101,652,11,532,17708,9699.611842105263,270.0032894736842,57.53234649122807,371.3969298245614,6.265899122807018,303.0416666666667,10086.958333333334,172,9136,709,10196,8718,124,0,13,55,51198.02677942212,26160.337552742618,0,1993.8650306748466,500000,32330.827067669172,51592.500564716516,0.9813282001924928,9518.502631578947,264.96184210526314,56.45811403508772,364.4622807017544,6.14890350877193,297.3833333333333,9898.616666666667,0.8987988531825405,0.45925366406354695,0,0.035002981866707604,8.7776708373436,0.5675787157981576,0.9057239752650906,-981.6118421052633,-146.00328947368422,-57.53234649122807,-358.3969298245614,48.73410087719298,-131.04166666666669,-950.9583333333339,-10.120114681745951,-54.0746335936453,-100,-96.49970181332924,777.76708373436,-43.242128420184244,-9.427602473490937,"Montour County, Pennsylvania"
NORTHAMPTON,80230,0.8717215429269382,0.08471782613834859,0.03577901524802669,0.009538225134947006,0.0018189937090398076,0.13833217320497498,0.8616678267950251,25802,265495,2905,10897,554,42131,262433,69938.21938902825,6796.911191079707,765.2518025767982,2870.550393349181,145.93786527626378,11098.390256235143,69131.60974376486,11545,125133,21418,162070,127428,4776,0,98,197,47996.38411269516,18510.193008293933,0,899.3300908506928,35559.56678700361,27402.625145379887,47681.884519096304,2.0200673064938304,141279.9104621689,13730.218082242156,1545.8601476208612,5798.705001247685,294.8043104240817,22419.495311330298,139650.50468866972,1.8220080681663826,0.7026721205755992,0,0.03413979431507546,1.3498895548942997,1.0402409478720527,1.810069235532101,57489.78061097175,-2020.9111910797074,-765.2518025767982,-2772.550393349181,51.06213472373622,446.60974376485683,56001.39025623514,82.20080681663826,-29.732787942440076,-100,-96.58602056849246,34.988955489429976,4.024094787205268,81.00692355321011,"Northampton County, Pennsylvania"
NORTHUMBERLAND,14540,0.951010101010101,0.03614404918752745,0.006796223100570926,0.006686429512516469,8.78348704435661e-4,0.036923583662714095,0.9630764163372859,3292,86618,609,619,80,3363,87717,13827.686868686867,525.5344751866492,97.22068511198947,98.81708388230126,12.771190162494511,536.8689064558629,14003.131093544138,581,30300,4193,35922,29198,512,0,6,23,33708.92886005218,15552.855407047386,0,969.3053311793215,28749.999999999996,17276.24145108534,34542.90502411163,2.4705639614855572,34162.184848484845,1298.3665349143612,240.18992094861665,244.1339262187088,31.552042160737816,1326.3689723320156,34595.63102766799,2.111560688152375,0.9742462658004648,0,0.06071824591734017,1.8009284731774415,1.0822008743912332,2.1638017810151906,15370.313131313133,-13.53447518664916,-97.22068511198947,-92.81708388230126,10.228809837505489,44.131093544137116,16296.868906455862,111.15606881523749,-2.5753734199535194,-100,-93.92817540826599,80.09284731774416,8.220087439123326,116.38017810151906,"Northumberland County, Pennsylvania"
PERRY,10600,0.9683234389218702,0.01705160982796724,0.007453308488971703,0.007561641461195129,0.0011483295055683149,0.022034926550244832,0.9779650734497551,787,44692,349,344,53,1017,45137,10264.228452571824,180.74706417645274,80.15339948866837,79.00506998310006,12.172292759024138,233.57022143259522,10366.429778567404,130,10824,6278,17847,12683,50,0,0,5,28378.680748232342,6353.240152477764,0,0,9433.962264150945,12782.694198623401,23980.326561357644,1.683679245283019,17281.66841443862,304.32008059973134,134.95261515794948,133.019196602678,20.494236685877716,393.2573341422195,17453.74266585778,1.235650595522562,0.2766296660353384,0,0,0.41076895692417226,0.5565778000408156,1.0441396152008497,2418.771547428176,-130.74706417645274,-80.15339948866837,-79.00506998310006,-7.172292759024138,-103.57022143259522,457.57022143259564,23.56505955225621,-72.33703339646615,-100,-100,-58.923104307582776,-44.34221999591844,4.413961520084975,"Perry County, Pennsylvania"
PHILADELPHIA,2970,0.4477371696750173,0.45766144309898005,0.08451545600129326,0.017533556623170615,0.003010876538906486,0.15061518370893512,0.8493848162910649,724749,709033,27766,133838,4768,238513,1345079,1329.7793939348014,1359.2544860039707,52.07466317081673,251.01090432384098,8.942303320552263,447.3270956155373,2522.6729043844625,5680,60937,30506,99568,43660,23662,16,867,314,6157.682364572594,3264.854453058921,57.62443275949003,647.7980842511095,6585.5704697986575,2381.4215577347986,4530.365874420759,33.52457912457913,44580.294510202126,45568.43456647925,1745.781165855852,8415.034923136767,299.786955225841,14996.452611531253,84571.54738846875,32.832513572654015,17.408072030398934,0.30725114721369134,3.4540332115669465,35.1139956613111,12.69764352678911,24.155727797325653,42330.220606065195,22302.74551399603,-36.07466317081673,615.989095676159,305.05769667944776,5232.6729043844625,58414.32709561554,3183.2513572654016,1640.8072030398935,-69.27488527863086,245.40332115669466,3411.39956613111,1169.7643526789109,2315.5727797325653,"Philadelphia County, Pennsylvania"
PIKE,6200,0.8941914664754392,0.07513445679455001,0.02015059160989602,0.012764431695948368,0.0018286124058802438,0.11337396916457512,0.8866260308354249,4191,49878,712,1124,102,6324,49456,5543.987092147723,465.8336321262101,79.13947651487989,124.93366798135533,11.33739691645751,702.9186088203658,5497.081391179634,897,10967,7163,19414,12451,590,0,5,21,24962.909499177993,14077.785731329037,0,444.8398576512456,20588.235294117647,14184.060721062619,22175.26690391459,3.131290322580645,17359.833130154177,1458.660344209394,247.80867694514163,391.20358551452136,35.500681247759054,2201.0422373610613,17212.957762638936,2.245856599780885,1.2665465936992482,0,0.04002123751578464,1.8522770398481976,1.2761079145497949,1.9950586901618643,6907.012907852277,124.16636787378991,-79.13947651487989,-119.93366798135533,9.66260308354249,194.08139117963424,5469.918608820366,124.58565997808849,26.654659369924815,-100,-95.99787624842153,85.22770398481975,27.610791454979488,99.50586901618644,"Pike County, Pennsylvania"
POTTER,6010,0.9759971124345787,0.010587739878481621,0.005654815616916321,0.008422065812428563,5.414185165132648e-4,0.013715935751669375,0.9862840642483306,176,16224,140,94,9,228,16395,5865.742645731818,63.632316669674545,50.61661553269566,33.985441857667084,3.2539252842447213,82.43277386753294,5927.567226132467,74,1845,2013,3984,3227,0,0,0,0,19890.285996055227,0,0,0,0,32456.140350877195,11253.430924062215,0.6628951747088186,3888.3724959393617,42.18155567587078,33.55351019671539,22.52878541779462,2.157011369788847,54.64428803465079,3929.355711965349,0.5501434677411414,0,0,0,0,0.8977011997547946,0.31125754118250615,-2638.742645731818,-63.632316669674545,-50.61661553269566,-33.985441857667084,-3.2539252842447213,-8.432773867532944,-4082.567226132467,-44.985653225885855,-100,-100,-100,-100,-10.229880024520543,-68.87424588174939,"Potter County, Pennsylvania"
SCHUYLKILL,51490,0.9431089800091669,0.041857349363607514,0.008630962874167048,0.006853999929485597,0.0011705390826076225,0.04768183901561894,0.952318160984381,5936,133747,972,1224,166,6762,135053,48560.681380672,2155.234918732151,352.91245636921343,444.4082783908613,60.27105736346648,2455.137890914219,49034.86210908578,1166,46660,12292,61411,50440,1099,0,10,26,37712.99543167323,18514.150943396227,0,816.9934640522877,15662.65060240964,17243.419106773144,34549.39912478804,1.1926781899397942,57917.26557134295,2570.5016817685014,420.91098966964006,530.0360610654726,71.88397560201672,2928.1894157881748,58482.810584211824,1.0387004170018916,0.509921211116282,0,0.02250183105546226,0.4313845009090548,0.4749224083563864,0.9515678844206287,1879.318619327998,-1056.234918732151,-352.91245636921343,-434.4082783908613,-34.27105736346648,-1289.137890914219,-2374.862109085778,3.870041700189164,-49.007878888371806,-100,-97.74981689445377,-56.86154990909452,-52.50775916436137,-4.843211557937133,"Schuylkill County, Pennsylvania"
SNYDER,7610,0.966484031788341,0.019250703391085443,0.00920578508317291,0.005207562071178242,0.0010118959474801322,0.021595340342563798,0.9784046596574362,780,39160,211,373,41,875,39643,7354.943481909275,146.4978528061602,39.62954736166642,70.05602448294584,7.700528160323806,164.34054000691052,7445.6594599930895,161,11776,1049,13245,10549,70,0,0,0,26938.202247191013,8974.358974358975,0,0,0,18400,29705.118179754307,1.740473061760841,12801.081001036577,254.97556641492667,68.97415963275581,121.93062342662519,13.40256182437435,286.0302828372575,12958.969717162743,1.4342734279259992,0.4778227029212575,0,0,0,0.979673061760841,1.5815926128873654,3194.056518090725,-76.49785280616021,-39.62954736166642,-70.05602448294584,-7.700528160323806,-3.3405400069105156,4330.3405400069105,43.42734279259992,-52.21772970787425,-100,-100,-100,-2.0326938239158987,58.159261288736545,"Snyder County, Pennsylvania"
SOMERSET,38940,0.9544211609270089,0.03378817413905133,0.007485921594108729,0.004697314273337665,6.768464370803552e-4,0.015310266406757634,0.9846897335932424,2496,70505,347,553,50,1131,72741,37165.160006497725,1315.7115009746587,182.91341780376868,291.5017868745939,26.356400259909034,596.1817738791423,38343.81822612086,210,16824,8199,25544,20345,551,0,7,23,28856.10949578044,22075.32051282051,0,1265.8227848101264,46000,18567.63925729443,23128.634470243742,0.6559835644581408,24379.734134719514,863.0851202079272,119.98819579813733,191.2203811999134,17.289365388780595,391.08544509421705,25152.914554905783,0.5474212944715698,0.41878481687803726,0,0.024013574925396422,0.8726533127889059,0.35224156322928973,0.43876694545091055,-16820.160006497725,-764.7115009746587,-182.91341780376868,-284.5017868745939,-3.3564002599090337,-386.18177387914227,-21519.818226120857,-45.257870552843016,-58.12151831219627,-100,-97.59864250746035,-12.73466872110941,-64.77584367707104,-56.123305454908945,"Somerset County, Pennsylvania"
SULLIVAN,200,0.9428900592495063,0.041474654377880185,0.00576036866359447,0.010862409479921,3.291639236339697e-4,0.01991441737985517,0.9800855826201448,252,5729,66,35,2,121,5955,188.57801184990126,8.294930875576037,2.1724818959842,1.1520737327188941,0.06583278472679394,3.982883475971034,196.01711652402895,29,2622,592,3291,2863,0,0,0,0,49973.81742014313,0,0,0,0,23966.942148760332,44030.22670025189,16.455,3103.051184990125,136.49308755760367,35.748189598420005,18.957373271889402,1.083278472679394,65.53834759710335,3225.461652402896,15.182045732239482,0,0,0,0,7.281157024793388,13.376382871536524,2674.4219881500985,-8.294930875576037,-2.1724818959842,-1.1520737327188941,-0.06583278472679394,25.017116524028967,2425.982883475971,1418.2045732239483,-100,-100,-100,-100,628.1157024793388,1237.6382871536525,"Sullivan County, Pennsylvania"
SUSQUEHANNA,10500,0.9770463510848126,0.010478303747534517,0.0060157790927021695,0.00648422090729783,0.001282051282051282,0.017233727810650887,0.9827662721893491,425,39629,263,244,52,699,39861,10258.986686390534,110.02218934911242,68.08431952662721,63.16568047337278,13.461538461538462,180.9541420118343,10319.045857988165,162,9495,2290,12194,10306,37,0,5,0,26006.20757526054,8705.882352941177,0,2049.180327868852,0,23175.96566523605,23820.27545721382,1.1613333333333333,11914.103205128205,127.7724358974359,79.06858974358974,73.35641025641026,15.633333333333333,210.1480769230769,11983.851923076922,1.004582646907207,0.33629579831932777,0,0.07915690866510539,0,0.8952544451256899,0.9201432119472309,47.01331360946642,-73.02218934911242,-68.08431952662721,-58.16568047337278,-13.461538461538462,-18.954142011834307,-824.0458579881652,0.4582646907207,-66.37042016806723,-100,-92.08430913348946,-100,-10.474555487431015,-7.985678805276908,"Susquehanna County, Pennsylvania"
TIOGA,11780,0.9723519292209388,0.013615138854755468,0.007520275251904645,0.0071270582452691075,6.881297616121898e-4,0.013172769722290489,0.9868272302777095,554,39565,290,306,28,536,40154,11454.30572622266,160.38633570901942,83.95674612927009,88.58884246743672,8.106168591791596,155.17522732858197,11624.824772671418,100,4737,7383,12468,8559,29,0,0,5,21632.756223935296,5234.657039711192,0,0,17857.14285714286,18656.716417910447,11797.08123723664,1.0584040747028862,12123.283853526666,169.75355124109117,88.86016220201523,93.76279184074711,8.579601867780783,164.23809289751782,12303.761907102482,0.7472299242376292,0.18081340827321593,0,0,0.6168142129517341,0.6444327598003192,0.4074900131945321,-2895.3057262226594,-131.38633570901942,-83.95674612927009,-88.58884246743672,-3.1061685917915955,-55.17522732858197,-6887.824772671418,-25.277007576237075,-81.9186591726784,-100,-100,-38.31857870482659,-35.55672401996808,-59.25099868054679,"Tioga County, Pennsylvania"
UNION,11660,0.8881755781149343,0.0814803296532421,0.021769553724148655,0.009774085345536131,0.0021547415420841015,0.0601106248750472,0.9398893751249527,3668,39983,440,980,97,2706,42311,10356.127240820135,950.060643756803,113.96583512895128,253.83299642357332,25.124286380700624,700.8898860430504,10959.11011395695,278,14474,1304,16485,11645,175,0,0,25,29124.878073181106,4770.992366412214,0,0,25773.195876288657,10273.466371027347,34208.59823686512,1.4138078902229845,14641.574405224692,1343.203234333696,161.1257969211631,358.87109314259055,35.52091432125641,990.9236510651531,15494.076348934845,1.1244550910981077,0.1841987678891755,0,0,0.995053137875546,0.3966386240347668,1.3207276730951605,1288.8727591798652,-775.060643756803,-113.96583512895128,-253.83299642357332,-0.12428638070062448,-422.8898860430504,3514.889886043051,12.445509109810772,-81.58012321108245,-100,-100,-0.49468621244540545,-60.33613759652332,32.072767309516045,"Union County, Pennsylvania"
VENANGO,18560,0.9690045116306322,0.018671510322064024,0.006503779223062049,0.006074100115232124,8.007656100466788e-4,0.010917755512587645,0.9890822444874123,956,49614,311,333,41,559,50642,17984.723735864533,346.54323157750827,112.73529813870822,120.71014238003163,14.862209722466359,202.6335423136267,18357.366457686374,154,8517,7746,16648,12247,82,0,5,16,24684.564840569194,8577.405857740587,0,1501.5015015015015,39024.39024390244,27549.194991055454,16818.056158919473,0.8969827586206897,16131.987109626763,310.8433038417219,101.1216187183844,108.27491650553699,13.331145876057109,181.75879377355912,16466.24120622644,0.6809668127165859,0.23662271407444813,0,0.04142154007455732,1.076555929352397,0.759992636172969,0.46395543825045044,-5737.7237358645325,-264.54323157750827,-112.73529813870822,-115.71014238003163,1.1377902775336413,-48.63354231362669,-9840.366457686374,-31.90331872834141,-76.33772859255518,-100,-95.85784599254427,7.655592935239697,-24.000736382703103,-53.60445617495495,"Venango County, Pennsylvania"
WARREN,10180,0.9772445703016359,0.009127455690121616,0.006927764152613082,0.006447371747869839,9.355009987105257e-4,0.01160526914616571,0.9883947308538343,361,38651,255,274,37,459,39092,9948.349725670654,92.91749892543805,65.63424439331496,70.52463907360118,9.52340016687315,118.14163990796692,10061.858360092034,125,10186,3271,13759,11882,27,0,9,5,30741.766060386537,7479.224376731301,0,3284.6715328467153,13513.513513513515,27233.115468409585,26056.482144684334,1.3515717092337918,13445.90804278021,125.58466284038332,88.709387878941115,95.31910697580341,12.871558241258121,159.676898182094,13599.323101817907,1.1943689483834456,0.29058035689990147,0,0.12761497425895915,0.5250225667710934,1.0580520136454494,1.0123378441104225,1933.6502743293458,-65.91749892543805,-65.63424439331496,-61.52463907360118,-4.5234001668731505,6.858360092033081,124.14163990796624,19.436894838344564,-70.94196431000985,-100,-87.23850257410407,-47.49774332289066,5.805201364544943,1.2337844110422491,"Warren County, Pennsylvania"
WASHINGTON,76000,0.9345612458820006,0.04550812006685409,0.014631577930421509,0.005946342830092069,9.081335922480171e-4,0.017626486585707524,0.9823735134142925,9421,193471,1231,3029,188,3649,203369,71026.65468703205,3458.6171250809107,451.92205508699726,1111.9999227120347,69.0181530108493,1339.6129805137718,74660.38701948622,1395,71172,27727,102181,79036,1880,0,111,121,40851.600498265885,19955.418745356117,0,3664.5757675800596,64361.70212765957,38229.65195944094,34996.4842232592,1.3444868421052631,95494.4026654687,4650.065216551217,607.6032567216378,1495.0692645084002,92.79399858949463,1801.0920258141805,100379.90797418581,1.1127653463092115,0.5435698523455439,0,0.09982015082274852,1.753161954087346,1.0413455380709926,0.9532766014382464,8009.345312967955,-1578.6171250809107,-451.92205508699726,-1000.9999227120347,51.9818469891507,55.387019486228155,-3488.3870194862247,11.276534630921153,-45.64301476544561,-100,-90.01798491772514,75.3161954087346,4.134553807099262,-4.6723398561753555,"Washington County, Pennsylvania"
WAYNE,43220,0.9420371631481662,0.0413075201867886,0.009942601420371632,0.0071213153030450435,0.0010312287187469599,0.04689172098453157,0.9531082790154685,2123,48416,366,511,53,2410,48985,40714.84619126374,1785.3110224730033,307.7832473976068,429.71923338846193,44.569705224243606,2026.6601809514545,41193.339819048546,380,13573,6933,21319,16956,338,0,12,8,35021.48050231329,15920.86669806877,0,2348.336594911937,15094.339622641508,15767.634854771784,27708.482188425027,0.4932670060157335,20083.290281155758,880.6350228621462,151.81932094561728,211.96631968090284,21.984765054966438,999.6845996692286,20319.31540033077,0.416457424899674,0.18932275426821946,0,0.02792521038766752,0.17949411959871828,0.1875006000372503,0.32949501204861276,-23758.846191263743,-1447.3110224730033,-307.7832473976068,-417.71923338846193,-36.569705224243606,-1646.6601809514545,-27620.339819048546,-58.3542575100326,-81.06772457317805,-100,-97.20747896123325,-82.05058804012818,-81.24993999627496,-67.05049879513872,"Wayne County, Pennsylvania"
WESTMORELAND,115990,0.9477799114875064,0.03614688166090755,0.01238090618303425,0.0044712790939881696,7.104968056177755e-4,0.012378052782208476,0.9876219472177915,12668,332158,1567,4339,249,4338,346121,109932.99193343587,4192.676803848667,518.6236621116877,1436.0613081701426,82.41052448360578,1435.730342208361,114554.26965779164,1992,107548,42221,154235,111868,2016,5,57,131,33679.15269239338,15914.114303757498,319.08104658583284,1313.6667434892834,52610.441767068274,45919.77869986169,31072.370644947867,1.329726700577636,146180.83464827557,5575.114292970077,689.6277310612653,1909.5690651402876,109.58347481445762,1909.1289708639242,152325.8710291361,1.0176017047524348,0.48083839854992233,0.009640902190311613,0.039691898720278534,1.5896027943137323,1.3874471698745432,0.9388388605791692,1935.008066564129,-2176.676803848667,-513.6236621116877,-1379.0613081701426,48.58947551639422,556.269657791639,-7006.269657791636,1.7601704752434832,-51.91616014500777,-99.03590978096884,-96.03081012797215,58.96027943137323,38.74471698745432,-6.116113942083079,"Westmoreland County, Pennsylvania"
WYOMING,6800,0.9716838335733008,0.01506257614353749,0.006940598811237863,0.006571418023406062,8.121977332299627e-4,0.019160482888470484,0.9808395171115295,408,26320,178,188,22,519,26568,6607.450068298445,102.42551777605493,44.68564255916122,47.19607191641747,5.522944585963747,130.29128364159928,6669.708716358401,154,8912,1680,11035,9476,44,0,6,0,36003.03951367781,10784.313725490196,0,3191.4893617021276,0,29672.447013487475,33544.113218909966,1.6227941176470588,10722.531103481375,166.2155277439362,72.51559788828588,76.58950788200983,8.96260198619264,211.43592867427176,10823.564071325729,1.4341387225102809,0.4295804498269896,0,0.12712922403003754,0,1.1819670180210813,1.336190286412668,2868.5499317015547,-58.42551777605493,-44.68564255916122,-41.19607191641747,-5.522944585963747,23.70871635840072,2242.291283641599,43.41387225102808,-57.041955017301035,-100,-87.28707759699624,-100,18.19670180210813,33.6190286412668,"Wyoming County, Pennsylvania"
YORK,168420,0.8886025807921009,0.08458469075376189,0.01967636268636387,0.008516301326122537,0.0014335252887704953,0.0782387735097031,0.9217612264902969,37881,397958,3814,8812,642,35039,412808,149658.44665700564,14245.753616748578,1434.3154693455579,3313.893003637403,241.43432913472682,13176.974234504196,155243.0257654958,6470,134994,27851,173054,140710,6122,11,156,176,35358.002603289795,16161.136189646524,288.4111169375983,1770.3132092601,27414.330218068535,18465.13884528668,32701.401135636905,1.0275145469659186,153776.23101639625,14637.719073701512,1473.7800096908097,3405.0732683260135,248.0772853228893,13539.53271094816,159514.46728905186,0.9402075401897354,0.4297420947111167,0.0076691636080722355,0.04707454339315449,0.7289766978489098,0.49100801783903947,0.8695656332022076,-8948.44665700564,-8123.753616748578,-1423.3154693455579,-3157.893003637403,-65.43432913472682,-6706.974234504196,-20249.02576549581,-5.97924598102646,-57.02579052888833,-99.23308363919277,-95.29254566068455,-27.102330215109017,-50.89919821609605,-13.04343667977924,"York County, Pennsylvania"
